,day,day_range,total_count,weather,day_of_week,celebration,season,month,day_of_year,count_discretized
1097,2015-12-06,0,19,Clear,1,False,Autumn,12,6,0.0
1098,2015-09-06,0,42,Clear,1,False,Summer,9,6,1.0
1099,2015-08-25,1800,47,Sunny,3,False,Summer,8,25,1.0
1100,2015-08-20,600,57,Clear,5,False,Summer,8,20,1.0
1101,2015-08-19,1200,70,Sunny,4,False,Summer,8,19,1.0
1102,2015-07-28,600,210,Clear,3,False,Summer,7,28,2.0
1103,2015-05-13,1800,172,Sunny,4,False,Spring,5,13,2.0
1104,2015-03-18,600,337,Clear,4,False,Winter,3,18,2.0
1105,2015-02-16,600,315,Patchy rain possible,2,False,Winter,2,16,2.0
1106,2015-11-27,1800,82,Sunny,6,False,Autumn,11,27,1.0
1107,2015-09-08,1200,173,Sunny,3,False,Summer,9,8,2.0
1108,2015-06-27,1800,116,Sunny,7,False,Summer,6,27,1.0
1109,2015-05-27,600,244,Cloudy,4,False,Spring,5,27,2.0
1110,2015-03-23,600,384,Partly cloudy,2,False,Spring,3,23,2.0
1111,2015-01-20,1800,136,Partly cloudy,3,False,Winter,1,20,1.0
1112,2015-08-11,0,5,Patchy rain possible,3,False,Summer,8,11,0.0
1113,2015-04-22,600,444,Clear,4,False,Spring,4,22,2.0
1114,2015-12-11,1200,211,Sunny,6,False,Autumn,12,11,2.0
1115,2015-10-22,1200,336,Sunny,5,False,Autumn,10,22,2.0
1116,2015-10-18,600,20,Partly cloudy,1,False,Autumn,10,18,0.0
1117,2015-04-02,600,200,Clear,5,False,Spring,4,2,2.0
1118,2015-02-01,1800,45,Sunny,1,False,Winter,2,1,1.0
1119,2015-09-17,600,231,Cloudy,5,False,Summer,9,17,2.0
1120,2015-09-08,600,205,Clear,3,False,Summer,9,8,2.0
1121,2015-07-20,1800,134,Sunny,2,False,Summer,7,20,1.0
1122,2015-07-13,1200,151,Sunny,2,False,Summer,7,13,2.0
1123,2015-06-18,1800,163,Sunny,5,False,Spring,6,18,2.0
1124,2015-05-20,1800,177,Sunny,4,False,Spring,5,20,2.0
1125,2015-04-19,1200,88,Cloudy,1,False,Spring,4,19,1.0
1126,2015-03-22,1800,94,Sunny,1,False,Spring,3,22,1.0
1127,2015-03-09,1200,372,Sunny,2,False,Winter,3,9,2.0
1128,2015-09-23,0,15,Patchy rain possible,4,False,Autumn,9,23,0.0
1129,2015-09-03,0,11,Clear,5,False,Summer,9,3,0.0
1130,2015-07-18,0,22,Clear,7,False,Summer,7,18,0.0
1131,2015-06-16,0,18,Patchy rain possible,3,False,Spring,6,16,0.0
1132,2015-05-02,1800,63,Sunny,7,False,Spring,5,2,1.0
1133,2015-01-24,600,76,Partly cloudy,7,False,Winter,1,24,1.0
1134,2015-08-26,1200,86,Sunny,4,False,Summer,8,26,1.0
1135,2015-03-10,600,399,Clear,3,False,Winter,3,10,2.0
1136,2015-12-14,1800,89,Sunny,2,False,Autumn,12,14,1.0
1137,2015-11-08,600,30,Overcast,1,False,Autumn,11,8,0.0
1138,2015-09-25,1200,269,Partly cloudy,6,False,Autumn,9,25,2.0
1139,2015-06-09,600,193,Clear,3,False,Spring,6,9,2.0
1140,2015-05-31,1800,90,Sunny,1,False,Spring,5,31,1.0
1141,2015-03-17,0,4,Light rain,3,False,Winter,3,17,0.0
1142,2015-01-06,1800,32,Patchy light drizzle,3,True,Winter,1,6,0.0
1143,2015-01-05,1200,83,Sunny,2,False,Winter,1,5,1.0
1144,2015-12-24,1200,43,Overcast,5,False,Winter,12,24,1.0
1145,2015-11-18,0,12,Cloudy,4,False,Autumn,11,18,0.0
1146,2015-11-13,600,319,Clear,6,False,Autumn,11,13,2.0
1147,2015-10-27,1800,63,Cloudy,3,False,Autumn,10,27,1.0
1148,2015-10-26,0,5,Overcast,2,False,Autumn,10,26,0.0
1149,2015-04-07,1800,85,Sunny,3,False,Spring,4,7,1.0
1150,2015-10-31,600,57,Clear,7,False,Autumn,10,31,1.0
1151,2015-09-28,1200,291,Sunny,2,False,Autumn,9,28,2.0
1152,2015-09-19,600,67,Partly cloudy,7,False,Summer,9,19,1.0
1153,2015-07-23,1800,116,Sunny,5,False,Summer,7,23,1.0
1154,2015-07-19,0,24,Clear,1,False,Summer,7,19,0.0
1155,2015-05-22,1800,129,Patchy light drizzle,6,False,Spring,5,22,1.0
1156,2015-05-11,0,18,Clear,2,False,Spring,5,11,0.0
1157,2015-03-09,1800,155,Sunny,2,False,Winter,3,9,2.0
1158,2015-02-01,600,24,Light rain shower,1,False,Winter,2,1,0.0
1159,2015-08-06,1800,50,Sunny,5,False,Summer,8,6,1.0
1160,2015-07-10,600,232,Clear,6,False,Summer,7,10,2.0
1161,2015-07-06,600,223,Clear,2,False,Summer,7,6,2.0
1162,2015-06-15,600,227,Patchy rain possible,2,False,Spring,6,15,2.0
1163,2015-05-24,0,23,Patchy rain possible,1,True,Spring,5,24,0.0
1164,2015-04-11,1200,117,Partly cloudy,7,False,Spring,4,11,1.0
1165,2015-12-27,1800,19,Sunny,1,False,Winter,12,27,0.0
1166,2015-12-22,1800,41,Patchy rain possible,3,False,Winter,12,22,1.0
1167,2015-10-06,0,12,Light drizzle,3,False,Autumn,10,6,0.0
1168,2015-08-09,1200,13,Sunny,1,False,Summer,8,9,0.0
1169,2015-06-24,600,181,Partly cloudy,4,False,Summer,6,24,2.0
1170,2015-06-11,600,258,Clear,5,False,Spring,6,11,2.0
1171,2015-02-18,1200,260,Sunny,4,False,Winter,2,18,2.0
1172,2015-02-18,0,6,Clear,4,False,Winter,2,18,0.0
1173,2015-02-16,0,4,Light rain shower,2,False,Winter,2,16,0.0
1174,2015-02-01,1200,56,Light rain shower,1,False,Winter,2,1,1.0
1175,2015-01-30,1800,90,Sunny,6,False,Winter,1,30,1.0
1176,2015-12-04,1800,102,Cloudy,6,False,Autumn,12,4,1.0
1177,2015-11-18,600,353,Partly cloudy,4,False,Autumn,11,18,2.0
1178,2015-08-21,1200,77,Partly cloudy,6,False,Summer,8,21,1.0
1179,2015-12-21,600,158,Cloudy,2,False,Autumn,12,21,2.0
1180,2015-12-07,1200,112,Light drizzle,2,False,Autumn,12,7,1.0
1181,2015-08-30,1800,38,Sunny,1,False,Summer,8,30,1.0
1182,2015-05-30,1800,76,Sunny,7,False,Spring,5,30,1.0
1183,2015-04-25,600,47,Clear,7,True,Spring,4,25,1.0
1184,2015-04-25,0,23,Clear,7,True,Spring,4,25,0.0
1185,2015-02-04,1800,105,Light rain,4,False,Winter,2,4,1.0
1186,2015-12-30,0,2,Patchy rain possible,4,False,Winter,12,30,0.0
1187,2015-11-10,600,337,Partly cloudy,3,False,Autumn,11,10,2.0
1188,2015-11-04,1800,97,Light rain shower,4,False,Autumn,11,4,1.0
1189,2015-11-03,1800,130,Overcast,3,False,Autumn,11,3,1.0
1190,2015-09-04,600,181,Patchy rain possible,6,False,Summer,9,4,2.0
1191,2015-06-25,1200,174,Sunny,5,False,Summer,6,25,2.0
1192,2015-05-28,600,319,Clear,5,False,Spring,5,28,2.0
1193,2015-03-28,1800,80,Sunny,7,False,Spring,3,28,1.0
1194,2015-03-28,0,20,Clear,7,False,Spring,3,28,0.0
1195,2015-02-12,0,11,Clear,5,False,Winter,2,12,0.0
1196,2015-11-30,0,6,Clear,2,False,Autumn,11,30,0.0
1197,2015-10-13,1800,134,Patchy rain possible,3,False,Autumn,10,13,1.0
1198,2015-09-29,1200,357,Partly cloudy,3,False,Autumn,9,29,2.0
1199,2015-08-23,0,7,Clear,1,False,Summer,8,23,0.0
1200,2015-07-13,600,232,Clear,2,False,Summer,7,13,2.0
1201,2015-01-28,1200,180,Sunny,4,False,Winter,1,28,2.0
1202,2015-12-17,600,260,Clear,5,False,Autumn,12,17,2.0
1203,2015-12-13,0,18,Light drizzle,1,False,Autumn,12,13,0.0
1204,2015-11-03,600,384,Clear,3,False,Autumn,11,3,2.0
1205,2015-10-19,600,366,Partly cloudy,2,False,Autumn,10,19,2.0
1206,2015-10-05,600,349,Cloudy,2,False,Autumn,10,5,2.0
1207,2015-08-01,1200,55,Partly cloudy,7,False,Summer,8,1,1.0
1208,2015-07-09,0,20,Clear,5,False,Summer,7,9,0.0
1209,2015-04-04,1800,10,Light rain shower,7,False,Spring,4,4,0.0
1210,2015-01-16,1200,195,Light drizzle,6,False,Winter,1,16,2.0
1211,2015-01-15,1800,123,Sunny,5,False,Winter,1,15,1.0
1212,2015-01-07,600,152,Partly cloudy,4,False,Winter,1,7,2.0
1213,2015-12-12,1800,40,Overcast,7,False,Autumn,12,12,1.0
1214,2015-09-16,1200,176,Sunny,4,False,Summer,9,16,2.0
1215,2015-08-25,0,4,Clear,3,False,Summer,8,25,0.0
1216,2015-06-18,1200,205,Sunny,5,False,Spring,6,18,2.0
1217,2015-05-16,1200,121,Thundery outbreaks possible,7,False,Spring,5,16,1.0
1218,2015-05-08,600,318,Clear,6,False,Spring,5,8,2.0
1219,2015-03-23,0,7,Partly cloudy,2,False,Spring,3,23,0.0
1220,2015-01-27,1200,168,Sunny,3,False,Winter,1,27,2.0
1221,2015-10-24,1800,48,Partly cloudy,7,False,Autumn,10,24,1.0
1222,2015-10-16,0,14,Patchy rain possible,6,False,Autumn,10,16,0.0
1223,2015-10-14,0,5,Patchy rain possible,4,False,Autumn,10,14,0.0
1224,2015-06-21,1800,66,Sunny,1,False,Spring,6,21,1.0
1225,2015-04-22,1200,383,Sunny,4,False,Spring,4,22,2.0
1226,2015-02-18,1800,143,Sunny,4,False,Winter,2,18,2.0
1227,2015-01-20,600,242,Overcast,3,False,Winter,1,20,2.0
1228,2015-01-19,600,239,Clear,2,False,Winter,1,19,2.0
1229,2015-12-30,1200,42,Sunny,4,False,Winter,12,30,1.0
1230,2015-12-07,600,143,Partly cloudy,2,False,Autumn,12,7,2.0
1231,2015-12-06,600,17,Partly cloudy,1,False,Autumn,12,6,0.0
1232,2015-08-18,0,2,Patchy rain possible,3,False,Summer,8,18,0.0
1233,2015-06-05,1800,142,Sunny,6,False,Spring,6,5,1.0
1234,2015-05-17,1200,81,Sunny,1,False,Spring,5,17,1.0
1235,2015-05-04,1200,337,Partly cloudy,2,False,Spring,5,4,2.0
1236,2015-03-25,1800,129,Light rain,4,False,Spring,3,25,1.0
1237,2015-02-19,1800,126,Sunny,5,False,Winter,2,19,1.0
1238,2015-10-28,1200,221,Light rain shower,4,False,Autumn,10,28,2.0
1239,2015-10-10,600,67,Partly cloudy,7,False,Autumn,10,10,1.0
1240,2015-10-02,1800,91,Moderate or heavy rain shower,6,False,Autumn,10,2,1.0
1241,2015-09-21,0,8,Clear,2,False,Summer,9,21,0.0
1242,2015-09-20,1800,80,Sunny,1,False,Summer,9,20,1.0
1243,2015-07-14,1200,179,Sunny,3,False,Summer,7,14,2.0
1244,2015-06-20,1800,86,Patchy rain possible,7,False,Spring,6,20,1.0
1245,2015-03-17,1800,173,Sunny,3,False,Winter,3,17,2.0
1246,2015-02-28,1200,79,Partly cloudy,7,False,Winter,2,28,1.0
1247,2015-12-13,1800,33,Cloudy,1,False,Autumn,12,13,0.0
1248,2015-12-04,600,279,Cloudy,6,False,Autumn,12,4,2.0
1249,2015-08-19,1800,28,Sunny,4,False,Summer,8,19,0.0
1250,2015-08-09,600,9,Clear,1,False,Summer,8,9,0.0
1251,2015-03-12,600,410,Clear,5,False,Winter,3,12,2.0
1252,2015-01-09,600,225,Cloudy,6,False,Winter,1,9,2.0
1253,2015-07-05,600,39,Clear,1,False,Summer,7,5,1.0
1254,2015-04-19,1800,96,Partly cloudy,1,False,Spring,4,19,1.0
1255,2015-11-05,0,9,Clear,5,False,Autumn,11,5,0.0
1256,2015-09-14,600,213,Patchy rain possible,2,False,Summer,9,14,2.0
1257,2015-06-08,1200,199,Sunny,2,False,Spring,6,8,2.0
1258,2015-04-01,1800,123,Sunny,4,False,Spring,4,1,1.0
1259,2015-02-21,1200,40,Light rain,7,False,Winter,2,21,1.0
1260,2015-01-26,1200,174,Sunny,2,False,Winter,1,26,2.0
1261,2015-06-17,1200,96,Light rain shower,4,True,Spring,6,17,1.0
1262,2015-03-05,0,1,Moderate rain,5,False,Winter,3,5,0.0
1263,2015-01-20,0,6,Overcast,3,False,Winter,1,20,0.0
1264,2015-11-30,1200,281,Overcast,2,False,Autumn,11,30,2.0
1265,2015-09-30,0,22,Clear,4,False,Autumn,9,30,0.0
1266,2015-09-29,600,295,Partly cloudy,3,False,Autumn,9,29,2.0
1267,2015-08-13,0,9,Clear,5,False,Summer,8,13,0.0
1268,2015-07-27,1800,115,Sunny,2,False,Summer,7,27,1.0
1269,2015-03-08,1800,61,Sunny,1,False,Winter,3,8,1.0
1270,2015-02-13,600,193,Partly cloudy,6,False,Winter,2,13,2.0
1271,2015-11-18,1800,112,Partly cloudy,4,False,Autumn,11,18,1.0
1272,2015-07-12,600,31,Clear,1,False,Summer,7,12,0.0
1273,2015-06-29,600,256,Clear,2,False,Summer,6,29,2.0
1274,2015-06-20,1200,78,Sunny,7,False,Spring,6,20,1.0
1275,2015-04-16,0,6,Clear,5,False,Spring,4,16,0.0
1276,2015-12-28,1800,18,Sunny,2,False,Winter,12,28,0.0
1277,2015-12-05,1200,111,Cloudy,7,False,Autumn,12,5,1.0
1278,2015-11-16,1200,401,Sunny,2,False,Autumn,11,16,2.0
1279,2015-10-05,1200,356,Partly cloudy,2,False,Autumn,10,5,2.0
1280,2015-08-13,1200,38,Sunny,5,False,Summer,8,13,1.0
1281,2015-05-29,600,271,Clear,6,False,Spring,5,29,2.0
1282,2015-03-27,0,18,Partly cloudy,6,False,Spring,3,27,0.0
1283,2015-03-21,600,72,Clear,7,False,Winter,3,21,1.0
1284,2015-02-28,600,49,Partly cloudy,7,False,Winter,2,28,1.0
1285,2015-12-27,600,13,Clear,1,False,Winter,12,27,0.0
1286,2015-11-06,1800,138,Sunny,6,False,Autumn,11,6,1.0
1287,2015-07-26,1800,75,Sunny,1,False,Summer,7,26,1.0
1288,2015-06-03,0,17,Clear,4,False,Spring,6,3,0.0
1289,2015-12-10,1800,101,Sunny,5,False,Autumn,12,10,1.0
1290,2015-11-09,1800,112,Cloudy,2,False,Autumn,11,9,1.0
1291,2015-10-21,1200,364,Sunny,4,False,Autumn,10,21,2.0
1292,2015-08-29,600,26,Clear,7,False,Summer,8,29,0.0
1293,2015-08-07,1800,32,Sunny,6,False,Summer,8,7,0.0
1294,2015-07-17,1200,146,Sunny,6,False,Summer,7,17,2.0
1295,2015-05-28,0,21,Clear,5,False,Spring,5,28,0.0
1296,2015-03-05,600,243,Patchy rain possible,5,False,Winter,3,5,2.0
1297,2015-03-01,1800,26,Light drizzle,1,False,Winter,3,1,0.0
1298,2015-02-12,1200,193,Sunny,5,False,Winter,2,12,2.0
1299,2015-01-03,0,4,Clear,7,False,Winter,1,3,0.0
1300,2015-09-28,600,328,Partly cloudy,2,False,Autumn,9,28,2.0
1301,2015-07-25,0,27,Clear,7,False,Summer,7,25,0.0
1302,2015-05-17,1800,102,Sunny,1,False,Spring,5,17,1.0
1303,2015-05-11,1200,354,Sunny,2,False,Spring,5,11,2.0
1304,2015-05-09,1200,124,Sunny,7,False,Spring,5,9,1.0
1305,2015-04-08,600,239,Clear,4,False,Spring,4,8,2.0
1306,2015-01-21,1200,87,Light drizzle,4,False,Winter,1,21,1.0
1307,2015-01-19,0,7,Clear,2,False,Winter,1,19,0.0
1308,2015-12-20,1200,31,Sunny,1,False,Autumn,12,20,0.0
1309,2015-11-29,1200,46,Partly cloudy,1,False,Autumn,11,29,1.0
1310,2015-10-17,1800,75,Partly cloudy,7,False,Autumn,10,17,1.0
1311,2015-07-10,1200,188,Sunny,6,False,Summer,7,10,2.0
1312,2015-06-24,0,12,Clear,4,False,Summer,6,24,0.0
1313,2015-01-10,0,11,Partly cloudy,7,False,Winter,1,10,0.0
1314,2015-01-02,1200,38,Sunny,6,False,Winter,1,2,1.0
1315,2015-11-15,1800,58,Sunny,1,False,Autumn,11,15,1.0
1316,2015-11-06,600,347,Clear,6,False,Autumn,11,6,2.0
1317,2015-10-30,0,15,Clear,6,False,Autumn,10,30,0.0
1318,2015-10-08,1800,153,Sunny,5,False,Autumn,10,8,2.0
1319,2015-07-29,600,180,Clear,4,False,Summer,7,29,2.0
1320,2015-05-30,600,51,Partly cloudy,7,False,Spring,5,30,1.0
1321,2015-02-19,600,255,Clear,5,False,Winter,2,19,2.0
1322,2015-09-07,1800,127,Sunny,2,False,Summer,9,7,1.0
1323,2015-09-02,1200,152,Sunny,4,False,Summer,9,2,2.0
1324,2015-08-14,0,9,Clear,6,False,Summer,8,14,0.0
1325,2015-06-17,1800,115,Sunny,4,True,Spring,6,17,1.0
1326,2015-05-10,1200,82,Sunny,1,True,Spring,5,10,1.0
1327,2015-01-26,600,249,Partly cloudy,2,False,Winter,1,26,2.0
1328,2015-12-08,0,15,Light rain shower,3,True,Autumn,12,8,0.0
1329,2015-10-02,0,9,Patchy rain possible,6,False,Autumn,10,2,0.0
1330,2015-08-02,0,7,Clear,1,False,Summer,8,2,0.0
1331,2015-07-27,1200,159,Patchy rain possible,2,False,Summer,7,27,2.0
1332,2015-06-05,1200,213,Sunny,6,False,Spring,6,5,2.0
1333,2015-04-23,600,445,Cloudy,5,False,Spring,4,23,2.0
1334,2015-03-14,1800,77,Patchy rain possible,7,False,Winter,3,14,1.0
1335,2015-01-29,0,8,Clear,5,False,Winter,1,29,0.0
1336,2015-11-05,1200,295,Sunny,5,False,Autumn,11,5,2.0
1337,2015-09-26,1200,83,Partly cloudy,7,False,Autumn,9,26,1.0
1338,2015-09-08,0,5,Clear,3,False,Summer,9,8,0.0
1339,2015-06-30,0,13,Clear,3,False,Summer,6,30,0.0
1340,2015-04-26,1800,60,Patchy rain possible,1,False,Spring,4,26,1.0
1341,2015-04-09,1200,311,Sunny,5,False,Spring,4,9,2.0
1342,2015-03-27,1200,236,Moderate or heavy rain shower,6,False,Spring,3,27,2.0
1343,2015-03-13,0,16,Clear,6,False,Winter,3,13,0.0
1344,2015-03-06,600,283,Clear,6,False,Winter,3,6,2.0
1345,2015-02-06,1800,82,Partly cloudy,6,False,Winter,2,6,1.0
1346,2015-12-19,600,56,Overcast,7,False,Autumn,12,19,1.0
1347,2015-12-16,0,15,Light drizzle,4,False,Autumn,12,16,0.0
1348,2015-12-15,0,6,Clear,3,False,Autumn,12,15,0.0
1349,2015-10-08,0,8,Moderate or heavy rain shower,5,False,Autumn,10,8,0.0
1350,2015-08-31,600,124,Clear,2,False,Summer,8,31,1.0
1351,2015-07-27,0,9,Cloudy,2,False,Summer,7,27,0.0
1352,2015-07-12,1800,91,Sunny,1,False,Summer,7,12,1.0
1353,2015-03-26,1200,348,Light rain,5,False,Spring,3,26,2.0
1354,2015-11-10,0,9,Partly cloudy,3,False,Autumn,11,10,0.0
1355,2015-10-30,600,297,Clear,6,False,Autumn,10,30,2.0
1356,2015-10-14,1800,38,Patchy rain possible,4,False,Autumn,10,14,1.0
1357,2015-09-17,0,18,Light drizzle,5,False,Summer,9,17,0.0
1358,2015-08-05,0,10,Clear,4,False,Summer,8,5,0.0
1359,2015-06-07,600,37,Clear,1,False,Spring,6,7,1.0
1360,2015-05-01,600,40,Patchy rain possible,6,True,Spring,5,1,1.0
1361,2015-01-25,600,25,Cloudy,1,False,Winter,1,25,0.0
1362,2015-11-02,1800,110,Sunny,2,False,Autumn,11,2,1.0
1363,2015-10-12,0,13,Patchy rain possible,2,False,Autumn,10,12,0.0
1364,2015-09-20,600,21,Clear,1,False,Summer,9,20,0.0
1365,2015-11-16,0,5,Clear,2,False,Autumn,11,16,0.0
1366,2015-11-02,1200,320,Sunny,2,False,Autumn,11,2,2.0
1367,2015-10-23,600,350,Clear,6,False,Autumn,10,23,2.0
1368,2015-09-15,1800,128,Sunny,3,False,Summer,9,15,1.0
1369,2015-06-17,600,58,Clear,4,True,Spring,6,17,1.0
1370,2015-05-21,1800,179,Sunny,5,False,Spring,5,21,2.0
1371,2015-04-18,1800,104,Sunny,7,False,Spring,4,18,1.0
1372,2015-02-19,1200,249,Sunny,5,False,Winter,2,19,2.0
1373,2015-11-27,1200,258,Sunny,6,False,Autumn,11,27,2.0
1374,2015-11-05,600,381,Clear,5,False,Autumn,11,5,2.0
1375,2015-05-16,0,20,Partly cloudy,7,False,Spring,5,16,0.0
1376,2015-05-09,600,62,Clear,7,False,Spring,5,9,1.0
1377,2015-04-18,600,44,Light rain shower,7,False,Spring,4,18,1.0
1378,2015-03-31,1800,169,Partly cloudy,3,False,Spring,3,31,2.0
1379,2015-12-20,1800,15,Sunny,1,False,Autumn,12,20,0.0
1380,2015-10-11,600,17,Partly cloudy,1,False,Autumn,10,11,0.0
1381,2015-10-03,1200,97,Patchy rain possible,7,False,Autumn,10,3,1.0
1382,2015-09-30,1800,126,Sunny,4,False,Autumn,9,30,1.0
1383,2015-08-15,600,9,Patchy rain possible,7,True,Summer,8,15,0.0
1384,2015-06-11,1200,209,Sunny,5,False,Spring,6,11,2.0
1385,2015-06-10,1200,232,Sunny,4,False,Spring,6,10,2.0
1386,2015-06-05,600,265,Clear,6,False,Spring,6,5,2.0
1387,2015-12-28,1200,55,Sunny,2,False,Winter,12,28,1.0
1388,2015-12-05,0,26,Partly cloudy,7,False,Autumn,12,5,0.0
1389,2015-10-31,1800,50,Sunny,7,False,Autumn,10,31,1.0
1390,2015-09-10,1800,127,Sunny,5,False,Summer,9,10,1.0
1391,2015-07-17,1800,138,Sunny,6,False,Summer,7,17,1.0
1392,2015-06-18,600,284,Clear,5,False,Spring,6,18,2.0
1393,2015-06-06,600,69,Clear,7,False,Spring,6,6,1.0
1394,2015-05-04,0,11,Clear,2,False,Spring,5,4,0.0
1395,2015-02-28,1800,61,Sunny,7,False,Winter,2,28,1.0
1396,2015-11-13,1200,290,Cloudy,6,False,Autumn,11,13,2.0
1397,2015-09-28,1800,101,Sunny,2,False,Autumn,9,28,1.0
1398,2015-09-22,0,14,Clear,3,False,Autumn,9,22,0.0
1399,2015-07-16,0,24,Clear,5,False,Summer,7,16,0.0
1400,2015-05-23,0,21,Patchy rain possible,7,False,Spring,5,23,0.0
1401,2015-03-25,1200,178,Light rain,4,False,Spring,3,25,2.0
1402,2015-03-15,1200,51,Light rain,1,False,Winter,3,15,1.0
1403,2015-02-11,600,218,Clear,4,False,Winter,2,11,2.0
1404,2015-12-29,1200,39,Partly cloudy,3,False,Winter,12,29,1.0
1405,2015-12-03,600,325,Partly cloudy,5,False,Autumn,12,3,2.0
1406,2015-12-01,600,363,Cloudy,3,False,Autumn,12,1,2.0
1407,2015-11-30,1800,117,Cloudy,2,False,Autumn,11,30,1.0
1408,2015-10-05,1800,120,Partly cloudy,2,False,Autumn,10,5,1.0
1409,2015-07-10,0,20,Clear,6,False,Summer,7,10,0.0
1410,2015-05-31,0,30,Clear,1,False,Spring,5,31,0.0
1411,2015-04-15,600,376,Clear,4,False,Spring,4,15,2.0
1412,2015-01-27,0,8,Clear,3,False,Winter,1,27,0.0
1413,2015-12-31,600,38,Clear,5,True,Winter,12,31,1.0
1414,2015-11-28,600,54,Clear,7,False,Autumn,11,28,1.0
1415,2015-10-16,1200,273,Partly cloudy,6,False,Autumn,10,16,2.0
1416,2015-09-23,600,222,Patchy rain possible,4,False,Autumn,9,23,2.0
1417,2015-07-22,1800,124,Sunny,4,False,Summer,7,22,1.0
1418,2015-06-25,600,243,Clear,5,False,Summer,6,25,2.0
1419,2015-05-10,0,29,Clear,1,True,Spring,5,10,0.0
1420,2015-03-07,1800,72,Sunny,7,False,Winter,3,7,1.0
1421,2015-02-11,0,7,Clear,4,False,Winter,2,11,0.0
1422,2015-12-03,1200,264,Sunny,5,False,Autumn,12,3,2.0
1423,2015-09-02,0,9,Clear,4,False,Summer,9,2,0.0
1424,2015-07-21,1200,152,Sunny,3,False,Summer,7,21,2.0
1425,2015-05-31,1200,82,Sunny,1,False,Spring,5,31,1.0
1426,2015-04-21,600,400,Clear,3,False,Spring,4,21,2.0
1427,2015-04-10,1200,239,Sunny,6,False,Spring,4,10,2.0
1428,2015-02-27,1800,118,Sunny,6,False,Winter,2,27,1.0
1429,2015-02-03,600,83,Light rain shower,3,False,Winter,2,3,1.0
1430,2015-01-25,0,23,Partly cloudy,1,False,Winter,1,25,0.0
1431,2015-12-21,1800,50,Overcast,2,False,Autumn,12,21,1.0
1432,2015-12-02,600,310,Clear,4,False,Autumn,12,2,2.0
1433,2015-11-17,600,339,Clear,3,False,Autumn,11,17,2.0
1434,2015-11-09,1200,353,Partly cloudy,2,False,Autumn,11,9,2.0
1435,2015-08-18,1200,58,Sunny,3,False,Summer,8,18,1.0
1436,2015-07-11,1800,87,Sunny,7,False,Summer,7,11,1.0
1437,2015-01-15,1200,215,Patchy light drizzle,5,False,Winter,1,15,2.0
1438,2015-01-06,0,3,Clear,3,True,Winter,1,6,0.0
1439,2015-12-31,1200,25,Cloudy,5,True,Winter,12,31,0.0
1440,2015-12-01,1800,122,Sunny,3,False,Autumn,12,1,1.0
1441,2015-12-01,0,3,Patchy rain possible,3,False,Autumn,12,1,0.0
1442,2015-11-24,1200,316,Sunny,3,False,Autumn,11,24,2.0
1443,2015-11-07,600,60,Overcast,7,False,Autumn,11,7,1.0
1444,2015-09-23,1800,143,Sunny,4,False,Autumn,9,23,2.0
1445,2015-09-14,1200,182,Sunny,2,False,Summer,9,14,2.0
1446,2015-07-27,600,198,Light rain shower,2,False,Summer,7,27,2.0
1447,2015-07-14,0,24,Clear,3,False,Summer,7,14,0.0
1448,2015-04-10,600,213,Clear,6,False,Spring,4,10,2.0
1449,2015-02-26,0,6,Partly cloudy,5,False,Winter,2,26,0.0
1450,2015-01-09,1200,164,Partly cloudy,6,False,Winter,1,9,2.0
1451,2015-12-28,600,65,Clear,2,False,Winter,12,28,1.0
1452,2015-11-25,600,325,Partly cloudy,4,False,Autumn,11,25,2.0
1453,2015-11-14,1800,73,Sunny,7,False,Autumn,11,14,1.0
1454,2015-09-19,1200,98,Partly cloudy,7,False,Summer,9,19,1.0
1455,2015-07-07,1800,150,Sunny,3,False,Summer,7,7,2.0
1456,2015-03-27,600,322,Partly cloudy,6,False,Spring,3,27,2.0
1457,2015-01-31,600,47,Clear,7,False,Winter,1,31,1.0
